fk_schema,fk_table,fk_column,ref_schema,ref_table,ref_column
sales,rma_headers,warehouse_id,inventory,warehouses,id
sales,rma_lines,lot_batch_id,inventory,lot_batches,id
sales,rma_lines,product_id,inventory,products,id
sales,rma_lines,rma_id,sales,rma_headers,id
sales,sales_order_lines,order_id,sales,sales_orders,id
sales,sales_order_lines,product_id,inventory,products,id
sales,sales_orders,branch_id,core,branches,id
sales,sales_orders,customer_id,crm,customers,id
sales,sales_orders,entity_id,core,branches,id
sales,sales_orders,payment_term_id,finance,payment_terms,id
sales,sales_orders,sales_rep_id,core,users,id
sales,sales_orders,source_quotation_id,sales,quotations,id
sales,so_fulfillment_links,created_by,core,users,id
sales,so_fulfillment_links,purchase_order_id,procurement,purchase_orders,id
sales,so_fulfillment_links,purchase_order_line_id,procurement,purchase_order_items,id
sales,so_fulfillment_links,sales_order_id,sales,sales_orders,id
sales,so_fulfillment_links,sales_order_line_id,sales,sales_order_lines,id
sales,volume_breaks,product_id,inventory,products,id
sales,wave_pick_lines,bin_id,inventory,bins,id
sales,wave_pick_lines,location_id,inventory,locations,id
sales,wave_pick_lines,lot_batch_id,inventory,lot_batches,id
sales,wave_pick_lines,pick_instruction_id,sales,pick_instructions,id
sales,wave_pick_lines,product_id,inventory,products,id
sales,wave_pick_lines,sales_order_id,sales,sales_orders,id
sales,wave_pick_lines,warehouse_id,inventory,warehouses,id
sales,wave_pick_lines,wave_pick_id,sales,wave_picks,id
sales,wave_picks,warehouse_id,inventory,warehouses,id
